epoch,online_sse,sse,w1,w2,bias
91,2.794277542880087,2.6895703769320787,-0.5702155297402741,-0.6065083275400549,1.6681968629752388
92,2.787824785238778,2.683359768235842,-0.5723311801192517,-0.6071742355152174,1.673304663561246
93,2.7816436839283045,2.6774073238237,-0.5744027224124509,-0.6078249544572646,1.678303863508581
94,2.775722813109124,2.671702256479892,-0.5764310517299609,-0.6084608614029544,1.683196777913496
95,2.7700512274229587,2.6662342310009683,-0.5784170463063876,-0.6090823225572186,1.6879856722071
96,2.7646184417763,2.6609933452195995,-0.5803615677492157,-0.6096896936695118,1.6926727632369385
97,2.7594144119760955,2.655970111826685,-0.5822654612875793,-0.6102833203945902,1.697260220324196
98,2.754429516181423,2.651155440958061,-0.5841295560211427,-0.6108635386384492,1.701750166297111
99,2.749654537136722,2.64654062351352,-0.5859546651688076,-0.6114306748900995,1.706144678501173
100,2.7450806451534713,2.642117315177261,-0.5877415863169851,-0.6119850465398418,1.7104457897866687
101,2.7406993818086733,2.637877521110151,-0.5894911016671948,-0.6125269621846577,1.7146554894741146
102,2.7365026443298905,2.6338135812854824,-0.591203978282763,-0.6130567219213064,1.718775724298108
103,2.732482670637778,2.629918156441102,-0.5928809683344166,-0.6135746176276918,1.7228083993301118
104,2.7286320250183524,2.626184214621925,-0.5945228093445821,-0.6140809332330325,1.7267553788806682
105,2.7249435843984644,2.6226050182879503,-0.5961302244302139,-0.6145759449773418,1.7306184873815391
106,2.721410525198929,2.6191741119639866,-0.59770392254399,-0.615059921660705,1.7343995102482364
107,2.7180263107410028,2.6158853104082245,-0.599244598713729,-0.6155331248828071,1.7381001947234105
108,2.7147846791828396,2.612732687277862,-0.6007529342798941,-0.6159958092731549,1.7417222507015455
109,2.7116796319635728,2.6097105642708174,-0.6022295971310558,-0.6164482227124064,1.7452673515353971
110,2.708705422733623,2.606813500723521,-0.6036752419372104,-0.6168906065452038,1.748737134824604
111,2.7058565467507347,2.604036283645555,-0.6050905103808409,-0.6173231957848874,1.7521332031868824
112,2.703127730722113,2.6013739181728215,-0.6064760313856391,-0.6177462193104489,1.7554571250122117
113,2.7005139230738533,2.5988216184215593,-0.607832421342799,-0.6181599000560658,1.7587104352004066
114,2.698010284629663,2.596374798726415,-0.6091602843348105,-0.6185644551935432,1.7618946358824563
115,2.695612179681656,2.594029065246371,-0.6104602123566869,-0.6189600963079684,1.7650111971260078
116,2.693315167436668,2.591780207923082,-0.6117327855345669,-0.619347029566879,1.7680615576253587
117,2.691114993822305,2.5896241927768093,-0.6129785723416408,-0.6197254558832199,1.771047125376311
118,2.6890075836375726,2.5875571545257388,-0.6141981298113538,-0.6200955710723594,1.7739692783362375
119,2.686989033033574,2.5855753895151103,-0.6153920037478524,-0.6204575660034185,1.7768293650696976
120,2.6850556023103973,2.583675348943124,-0.6165607289336353,-0.6208116267451551,1.7796287053799291
121,2.683203709016847,2.5818536323711543,-0.6177048293343865,-0.6211579347066346,1.782368590926541
122,2.681429921340321,2.5801069815063338,-0.618824818300965,-0.621496666772909,1.78505028582972
123,2.6797309517746015,2.5784322742450425,-0.6199211987685348,-0.6218279954359102,1.7876750272612545
124,2.6781036510538345,2.576826518966357,-0.6209944634528227,-0.6221520889207625,1.7902440260226784
125,2.6765450023415744,2.5752868490649585,-0.6220450950434936,-0.6224691113077001,1.792758467110819
126,2.6750521156640765,2.5738105177134276,-0.6230735663946382,-0.6227792226497771,1.7952195102710415
127,2.6736222225776314,2.5723948928442955,-0.624080340712373,-0.623082579086536,1.7976282905384593
128,2.6722526710600616,2.5710374523426394,-0.625065871739551,-0.6233793329538077,1.7999859187673857
129,2.670940920616939,2.56973577944034,-0.6260306039375914,-0.623669632889796,1.802293482149288
130,2.6696845375935463,2.5684875583035756,-0.6269749726654342,-0.623953623937598,1.8045520447195025
131,2.6684811906838655,2.5672905698054116,-0.6278994043556285,-0.6242314476443044,1.8067626478529613
132,2.6673286466283703,2.566142687475706,-0.6288043166875681,-0.6245032421568157,1.8089263107491764
133,2.666224766092609,2.565041873620914,-0.6296901187578914,-0.6247691423145082,1.811044030906722
134,2.6651674997190593,2.563986175606637,-0.630557211248058,-0.62502927973887,1.8131167845874447
135,2.6641548843449003,2.5629737222960833,-0.6314059865891242,-0.6252837829202293,1.8151455272706347
136,2.663185039378769,2.5620027206379086,-0.6322368291237368,-0.6255327773016878,1.817131194097378
137,2.662256163329798,2.561071452397137,-0.6330501152653663,-0.6257763853603683,1.8190747003053085
138,2.6613665304825243,2.560178271023197,-0.6338462136548039,-0.6260147266860805,1.8209769416539714
139,2.6605144877115756,2.559321598649275,-0.6346254853139487,-0.6262479180575018,1.822838794841007
140,2.659698451430204,2.558499923217513,-0.6353882837969058,-0.6264760735159738,1.8246611179093553
141,2.6589169046670804,2.557711795724723,-0.6361349553384298,-0.6266993044369962,1.8264447506456831
142,2.6581683942659486,2.5569558275835997,-0.6368658389997351,-0.6269177195995137,1.8281905149702244
143,2.657451528202966,2.5562306880945793,-0.6375812668117065,-0.6271314252530729,1.8298992153182214
144,2.656764973016792,2.55553510202366,-0.6382815639155359,-0.6273405251829309,1.8315716390131551
145,2.656107451346683,2.5548678472817956,-0.6389670487008198,-0.6275451207731899,1.8332085566319432
146,2.6554777395740534,2.5542277527015553,-0.6396380329411454,-0.6277453110680323,1.8348107223622827
147,2.6548746655631628,2.553613695906987,-0.6402948219271971,-0.6279411928311236,1.8363788743523066
148,2.6542971064967458,2.5530246012727744,-0.640937714597417,-0.6281328606032502,1.8379137350527277
149,2.6537439868026063,2.5524594379689245,-0.6415670036662507,-0.6283204067582563,1.839416011551628
150,2.6532142761673527,2.551917218087413,-0.6421829757500108,-0.6285039215573398,1.8408863959020612
151,2.6527069876336116,2.551396994847352,-0.642785911490392,-0.6286834932017673,1.8423255654426198
152,2.652221175777213,2.5508978608753625,-0.6433760856756702,-0.6288592078840602,1.8437341831111214
153,2.6517559349609643,2.5504189465580183,-0.6439537673596188,-0.6290311498377104,1.845112897751566
154,2.6513103976618453,2.54995941846332,-0.6445192199781766,-0.6291994013854718,1.8464623444145118
155,2.6508837328684756,2.5495184778283364,-0.6450727014639006,-0.629364042986282,1.8477831446510058
156,2.65047514454595,2.549095359110174,-0.6456144643582359,-0.6295251532808565,1.8490759068002196
157,2.65008387016519,2.5486893285977015,-0.6461447559216372,-0.6296828091360035,1.8503412262709187
158,2.6497091792941125,2.5482996830813964,-0.6466638182415763,-0.6298370856877021,1.8515796858169038
159,2.649350372247975,2.547925748578943,-0.6471718883384681,-0.6299880563829842,1.852791855806554
160,2.6490067787964957,2.547566879114201,-0.6476691982695464,-0.6301357930206621,1.8539782944865972
161,2.6486777569252684,2.54722245554733,-0.6481559752307273,-0.6302803657909387,1.8551395482402382
162,2.648362691649253,2.546891884453902,-0.6486324416564883,-0.6304218433139376,1.8562761518397597
163,2.6480609938761415,2.546574597050969,-0.6490988153177982,-0.6305602926771864,1.8573886286937245
164,2.6477720993174714,2.5462700481681093,-0.6495553094181321,-0.630695779472093,1.8584774910888866
165,2.6474954674455238,2.5459777152615546,-0.6500021326875999,-0.6308283678294395,1.8595432404269314
166,2.647230580494072,2.545697097469607,-0.6504394894752219,-0.6309581204539308,1.8605863674561558
167,2.6469769425010914,2.5454277147076008,-0.6508675798393866,-0.6310850986578267,1.8616073524981958
168,2.6467340783917574,2.5451691068007736,-0.6512865996365156,-0.6312093623936845,1.8626066656699087
169,2.64650153309994,2.5449208326534114,-0.651696740607974,-0.6313309702862436,1.8635847671005201
170,2.646278870726647,2.544682469452812,-0.6520981904652509,-0.6314499796634753,1.864542107144126
171,2.646065673733843,2.5444536119065373,-0.6524911329734454,-0.6315664465868243,1.8654791265876611
172,2.6458615421721365,2.5442338715116173,-0.6528757480330865,-0.6316804258806701,1.8663962568544274
173,2.645666092940954,2.5440228758543255,-0.6532522117603141,-0.6317919711610274,1.8672939202032768
174,2.6454789590797794,2.5438202679392656,-0.6536206965654566,-0.6319011348635115,1.8681725299235417
175,2.645299789089224,2.5436257055465354,-0.6539813712300291,-0.6320079682705907,1.8690324905258089
176,2.6451282462806063,2.543438860615784,-0.6543344009821822,-0.6321125215381451,1.8698741979286209
177,2.6449640081528902,2.543259418656044,-0.6546799475706322,-0.6322148437213545,1.8706980396411965
178,2.64480676579579,2.543087078180262,-0.655018169337098,-0.6323149827999355,1.8715043949422505
179,2.6446562233180053,2.542921550163468,-0.6553492212872742,-0.6324129857027435,1.8722936350550068
180,2.6445120972994567,2.5427625575236235,-0.6556732551603651,-0.6325088983317626,1.8730661233184718
181,2.6443741162665684,2.5426098346241846,-0.6559904194972113,-0.6326027655854989,1.8738222153550634
182,2.6442420201895978,2.5424631267974585,-0.6563008597070302,-0.6326946313817926,1.874562259234662
183,2.6441155600011084,2.5423221898878983,-0.6566047181327997,-0.6327845386800701,1.87528659563517
184,2.6439944971346683,2.542186789814499,-0.6569021341153104,-0.6328725295030483,1.8759955579996448
185,2.643878603082979,2.5420567021514877,-0.6571932440559113,-0.6329586449579059,1.8766894726900851
186,2.6437676589745234,2.541931711726541,-0.6574781814779731,-0.6330429252569417,1.8773686591379435
187,2.643661455168074,2.5418116122357985,-0.6577570770870959,-0.6331254097377289,1.8780334299914294
188,2.6435597908642112,2.5416962058749735,-0.6580300588300823,-0.6332061368827819,1.878684091259677
189,2.6434624737331784,2.5415853029858706,-0.6582972519527058,-0.6332851443387489,1.879320942453842
190,2.6433693195584054,2.54147872171769,-0.6585587790562885,-0.6333624689351425,1.8799442767251924
191,2.6432801518949893,2.5413762877024726,-0.65881476015312,-0.6334381467026223,1.8805543810002603
192,2.64319480174257,2.5412778337441067,-0.6590653127207358,-0.6335122128908403,1.8811515361131166
193,2.6431131072319296,2.541183199520329,-0.6593105517550779,-0.633584701985861,1.88173601693483
194,2.643034913324784,2.5410922312971778,-0.6595505898225605,-0.6336556477271695,1.882308092500167
195,2.6429600715262,2.5410047816553623,-0.6597855371110616,-0.6337250831242759,1.8828680261315995
196,2.642888439609112,2.540920709228066,-0.6600155014798615,-0.633793040472927,1.8834160755606715
197,2.642819881350391,2.540839878449699,-0.6602405885085508,-0.6338595513709399,1.8839524930467813
198,2.64275426627806,2.5407621593151317,-0.6604609015449251,-0.6339246467336608,1.8844775254934396
199,2.6426914694291055,2.5406874271489945,-0.6606765417518897,-0.6339883568090643,1.8849914145620514
200,2.6426313711174787,2.54061556238459,-0.6608876081533921,-0.6340507111924993,1.885494396783277
